ID,item_cnt_month
217,0.034301
218,0.144176
219,0.007185
220,0.015643
221,0.000000
222,0.000000
223,0.036267
224,0.117445
225,0.027447
226,0.009432
227,0.000000
228,0.006145
229,0.000000
230,0.000000
231,0.019766
232,0.000000
233,0.004445
234,0.000000
235,0.012899
236,0.015132
237,0.025094
238,0.000000
239,0.035295
240,0.013176
241,0.003656
242,0.000000
243,0.000000
244,0.000000
245,0.027766
246,0.071420
247,0.043499
248,0.041302
249,-0.003285
250,0.003072
251,0.007738
252,0.023841
253,0.066458
254,0.022222
255,0.000000
256,0.000000
257,0.018172
258,0.021290
259,0.012590
260,0.001094
261,0.000231
262,0.018754
263,0.000000
264,0.005373
265,0.020940
266,0.000000
267,0.011065
268,0.001896
269,0.002052
270,0.069638
271,-0.000406
272,0.002627
273,0.000000
274,0.526681
275,0.000000
276,0.000000
277,0.050236
278,0.000433
279,0.011305
280,0.009972
281,0.013800
282,0.005402
283,0.012405
284,0.009972
285,0.017965
286,0.000000
287,0.021326
288,0.022516
289,0.000000
290,0.000000
291,0.003249
292,0.015723
293,0.014210
294,0.011065
295,0.095875
296,0.015132
297,0.011203
298,0.000000
299,0.000000
300,0.000501
301,0.010428
302,0.046726
303,0.013128
304,0.000954
305,0.000315
306,0.019240
307,0.005260
308,0.020826
309,0.000000
310,0.000000
311,0.043810
312,0.019489
313,0.011305
314,0.000000
315,0.000000
316,0.009217
317,0.000000
318,-0.000007
319,0.005542
320,0.000000
321,0.002130
322,0.038438
323,0.006744
324,0.049617
325,0.014088
326,0.002134
327,0.000000
328,0.000000
329,0.001475
330,0.000000
331,0.000000
332,0.004027
333,0.030747
334,0.022130
335,0.022314
336,0.006525
337,0.017745
338,0.008782
339,0.032102
340,0.003155
341,0.010735
342,0.000000
343,0.047832
344,0.003278
345,0.002503
346,0.126079
347,0.088592
348,0.009007
349,0.029198
350,0.000000
351,0.033950
352,0.000000
353,0.002921
354,0.000000
355,0.000000
356,0.000000
357,0.011065
358,0.039057
359,0.000000
360,0.003072
361,0.156846
362,0.000000
363,0.022130
364,0.028685
365,0.017965
366,0.000000
367,0.000000
368,0.000000
369,0.010208
370,0.000000
371,0.000000
372,0.000000
373,0.000000
374,0.107722
375,0.084517
376,0.035160
377,0.017965
378,0.014834
379,0.000000
380,0.022130
381,0.017965
382,0.011065
383,0.000000
384,0.102298
385,0.019067
386,0.015731
387,0.000000
388,0.007915
389,0.000786
390,0.000000
391,0.006900
392,0.026570
393,0.033423
394,0.000000
395,0.000000
396,0.072708
397,0.036646
398,0.000000
399,0.007647
400,0.000000
401,0.019249
402,0.056536
403,0.059572
404,0.000823
405,0.000034
406,0.006494
407,-0.006379
408,0.009874
409,0.000000
410,0.000000
411,0.008914
412,-0.000187
413,0.010710
414,0.000000
415,0.175580
416,0.000000
417,0.000000
418,0.000000
419,0.000000
420,0.049937
421,0.000000
422,0.000000
423,0.019135
424,0.004116
425,0.015814
426,0.000000
427,0.000000
428,0.046196
429,0.055057
430,0.031094
431,0.029523
432,-0.001548
433,0.000000
434,0.002850
435,0.024504
436,0.006216
437,0.022643
438,0.047439
439,0.003619
440,0.004735
441,0.026170
442,0.011065
443,0.013407
444,0.004116
445,0.025514
446,0.015960
447,0.011294
448,0.000000
449,0.029676
450,0.000000
451,0.012031
452,0.001020
453,0.013885
454,0.034671
455,0.010009
456,0.009532
457,0.000000
458,0.045274
459,0.024768
460,2.243794
461,0.071038
462,0.000000
463,0.048647
464,0.013357
465,0.000000
466,0.000000
467,0.000000
468,0.000000
469,0.014883
470,0.000000
471,0.037906
472,0.003072
473,0.000000
474,0.000000
475,0.000000
476,0.000000
477,-0.000653
478,0.003198
479,0.000000
480,0.000000
481,0.000000
482,0.003431
483,0.000000
484,0.031777
485,0.011286
486,0.043551
487,0.008629
488,0.000000
489,0.057419
490,0.007189
491,0.000000
492,0.036618
493,0.000000
494,0.000528
495,0.005118
496,0.006900
497,0.000000
498,0.000000
499,0.000000
500,0.000000
501,0.023291
502,0.022937
503,0.000000
504,0.140812
505,0.060167
506,0.114077
507,0.002261
508,0.037491
509,0.023656
510,0.006515
511,0.005937
512,0.011888
513,0.000000
514,-0.001548
515,0.000000
516,0.011065
517,0.013333
518,0.050151
519,0.018617
520,0.022751
521,0.000883
522,0.028775
523,0.043635
524,0.003072
525,0.058658
526,0.022677
527,0.001509
528,0.000954
529,-0.004368
530,0.000000
531,0.022558
532,0.000845
533,0.003819
534,0.000000
535,-0.001616
536,0.000000
537,0.006331
538,0.002346
539,0.018068
540,0.060312
541,0.000000
542,0.012619
543,0.003711
544,-0.000686
545,0.000000
546,-0.000812
547,0.005790
548,0.002820
549,0.003834
550,0.000000
551,0.009717
552,0.026921
553,0.001614
554,0.000231
555,0.022130
556,0.009180
557,0.009972
558,0.000000
559,0.013835
560,0.019395
561,0.057524
562,0.002403
563,0.000000
564,0.000000
565,0.007588
566,0.003387
567,0.000000
568,0.008841
569,0.000250
570,0.000000
571,0.000000
572,0.011065
573,0.027055
574,0.000000
575,0.000000
576,0.017950
577,0.000000
578,0.000000
579,0.010488
580,0.000000
581,0.000000
582,0.000000
583,0.000000
584,0.017991
585,0.002317
586,0.000000
587,0.042821
588,0.123185
589,0.008861
590,0.013044
591,0.025153
592,0.076461
593,0.008833
594,0.002676
595,0.005777
596,0.004491
597,0.000000
598,0.001012
599,0.000000
600,0.007693
601,0.004276
602,0.000000
603,0.001896
604,0.013507
605,0.009071
606,-0.000221
607,0.000000
608,0.002160
609,0.036749
610,0.033326
611,0.037834
612,0.000000
613,0.000000
614,0.000000
615,0.041318
616,0.000000
617,0.019502
618,0.011065
619,0.006900
620,0.033843
621,0.000000
622,0.000000
623,0.028917
624,0.000000
625,0.000000
626,0.011065
627,0.000000
628,0.001490
629,0.003072
630,0.008144
631,0.000000
632,0.003072
633,0.000000
634,0.029390
635,0.012319
636,0.000000
637,0.014124
638,0.011932
639,0.012824
640,0.039300
641,0.039290
642,0.008782
643,0.000000
644,-0.000007
645,0.000000
646,0.011065
647,0.006900
648,0.000000
649,0.003072
650,0.014095
651,0.025201
652,0.000000
653,0.002974
654,0.019872
655,0.000000
656,0.031931
657,0.000000
658,0.000000
659,0.013462
660,0.029221
661,0.013863
662,0.000000
663,0.060655
664,-0.000228
665,0.050897
666,0.008436
667,0.000000
668,0.000000
669,0.003072
670,0.011947
671,0.001762
672,0.001360
673,0.060796
674,0.000000
675,0.000000
676,0.043716
677,0.029306
678,0.011065
679,0.065029
680,0.000000
681,0.003385
682,0.067553
683,0.000000
684,0.000000
685,0.000000
686,0.022130
687,0.000000
688,0.026844
689,0.000000
690,0.000000
691,0.014202
692,0.013777
693,0.002235
694,0.000000
695,0.027850
696,0.000000
697,0.000000
698,0.000000
699,0.000000
700,0.000000
701,0.000000
702,0.033194
703,0.033194
704,0.000000
705,0.000000
706,0.011057
707,0.000000
708,-0.002461
709,0.115089
710,0.018001
711,0.017209
712,0.000000
713,0.035991
714,0.011065
715,0.000000
716,0.009972
717,0.015731
718,0.000000
719,0.000000
720,0.000000
721,0.014137
722,0.001206
723,0.043346
724,0.004299
725,0.011065
726,0.053894
727,0.000000
728,0.000000
729,0.033194
730,0.004868
731,0.002819
732,0.069063
733,0.000000
734,0.000000
735,0.011065
736,0.000000
737,0.025202
738,0.011065
739,0.014955
740,0.011065
741,0.004874
742,0.000000
743,0.000000
744,0.044259
745,0.011065
746,0.022130
747,0.033194
748,0.045539
749,0.000000
750,0.000961
751,0.006828
752,0.017209
753,-0.000616
754,0.079278
755,0.009972
756,0.000000
757,0.014675
758,0.000315
759,0.005411
760,0.039791
761,0.031240
762,0.004663
763,0.000000
764,0.017209
765,0.006900
766,0.011065
767,0.001054
768,0.028572
769,0.003680
770,0.000000
771,0.000000
772,0.011065
773,0.000000
774,0.000000
775,0.000000
776,0.000000
777,0.000000
778,0.000000
779,0.000000
780,0.000000
781,0.000000
782,0.014137
783,0.000000
784,0.000000
785,0.000000
786,0.033194
787,0.011065
788,0.000000
789,0.000000
790,0.000000
791,0.000000
792,0.000000
793,0.000000
794,0.000000
795,0.000000
796,0.000000
797,0.000000
798,0.000000
799,0.036267
800,0.000000
801,0.013800
802,0.000000
803,0.000000
804,0.002659
805,0.000000
806,-0.007192
807,0.013044
808,0.000643
809,0.000000
810,0.034529
811,0.021704
812,0.004116
813,0.006900
814,0.003285
815,0.038388
816,0.057938
817,0.000000
818,0.000000
819,0.007356
820,0.015897
821,0.000182
822,0.005892
823,0.000000
824,0.025596
825,0.000581
826,0.003072
827,0.000000
828,0.003775
829,0.012429
830,0.000000
831,0.006145
832,0.004260
833,0.044227
834,0.000000
835,0.013626
836,0.000000
837,0.025393
838,0.009217
839,-0.004612
840,0.000000
841,0.006145
842,0.004116
843,0.000000
844,0.022130
845,0.000000
846,0.004666
847,0.000000
848,0.012071
849,0.007854
850,0.004140
851,0.000000
852,0.038780
853,0.000000
854,0.022130
855,0.028347
856,0.000000
857,0.061642
858,0.000000
859,0.017965
860,0.010335
861,0.000000
862,0.011065
863,0.000000
864,0.008043
865,0.030794
866,0.000124
867,0.002820
868,0.008267
869,0.002666
870,0.026231
871,0.009972
872,0.003935
873,0.025279
874,0.048278
875,0.059598
876,0.015682
877,0.000315
878,0.013152
879,0.011065
880,-0.004206
881,0.000000
882,0.038535
883,0.000000
884,0.048229
885,0.033001
886,0.009625
887,0.022221
888,-0.001500
889,0.000819
890,0.020314
891,0.046691
892,0.001143
893,0.009303
894,0.022130
895,0.011065
896,0.000000
897,0.002687
898,-0.004937
899,0.011065
900,0.001478
901,0.059473
902,0.006900
903,0.000000
904,0.036267
905,0.025202
906,0.127619
907,0.024864
908,0.019461
909,0.000000
910,0.007086
911,0.001919
912,0.028274
913,0.068197
914,0.000000
915,0.020897
916,0.014003
917,-0.005474
918,0.017953
919,0.009117
920,0.000000
921,0.074119
922,0.006900
923,0.002820
924,0.030266
925,0.019694
926,0.025840
927,0.013257
928,0.002820
929,-0.000914
930,0.000000
931,0.000000
932,0.003072
933,0.028864
934,0.000000
935,0.011065
936,0.000000
937,0.053836
938,0.012003
939,0.012197
940,0.003072
941,0.010927
942,0.000000
943,0.012871
944,0.001143
945,0.000000
946,0.013426
947,0.006500
948,0.000000
949,0.000430
950,0.011065
951,0.000000
952,-0.002502
953,0.000000
954,0.035592
955,0.000000
956,0.093326
957,0.000107
958,0.063596
959,0.000000
960,0.000000
961,0.013102
962,0.040288
963,0.003072
964,0.003072
965,0.000000
966,0.013185
967,0.000000
968,0.004741
969,0.005081
970,0.000000
971,-0.001647
972,-0.001372
973,0.057971
974,0.009604
975,-0.001268
976,-0.000911
977,0.088518
978,0.007701
979,0.075526
980,0.034463
981,0.025834
982,0.045386
983,0.003770
984,0.000000
985,0.014193
986,0.006145
987,0.015327
988,-0.001878
989,0.000000
990,0.000000
991,0.023898
992,0.017568
993,0.000000
994,0.004666
995,-0.008409
996,0.000000
997,0.011534
998,0.014739
999,0.006901
1000,0.038535
1001,0.007189
1002,0.053427
1003,0.000000
1004,0.011340
1005,0.004216
1006,0.000000
1007,-0.005194
1008,0.006900
1009,-0.001055
1010,0.014689
1011,0.004116
1012,0.014416
1013,0.194328
1014,0.000000
1015,0.000000
1016,0.000000
1017,0.000000
1018,-0.003293
1019,0.011065
1020,0.000000
1021,0.025105
1022,0.001668
1023,-0.007329
1024,0.011977
1025,-0.001593
1026,0.014137
1027,0.010659
1028,0.000000
1029,0.006454
1030,0.015077
1031,0.000000
1032,0.143842
1033,0.000000
1034,0.019959
1035,0.011675
1036,-0.000313
1037,0.077453
1038,0.000000
1039,-0.004280
1040,0.025359
1041,0.000000
1042,0.000000
1043,0.004020
1044,0.008784
1045,0.011065
1046,0.018034
1047,0.011065
1048,0.025170
1049,0.000000
1050,0.000000
1051,0.000000
1052,0.000000
1053,0.000000
1054,0.000000
1055,0.019938
1056,0.003565
1057,0.000000
1058,0.000000
1059,0.047900
1060,0.003016
1061,0.000000
1062,-0.012287
1063,0.014870
1064,0.018861
1065,0.003612
1066,0.036042
1067,0.022311
1068,0.011566
1069,0.000000
1070,0.010377
1071,0.004061
1072,0.000000
1073,0.011065
1074,0.011065
1075,0.011065
1076,0.002341
1077,0.000000
1078,0.000000
1079,0.024211
1080,0.002333
1081,0.000000
1082,-0.000961
1083,0.004146
1084,0.012954
1085,0.004653
1086,0.000000
1087,0.011016
1088,0.003072
1089,0.036752
1090,0.000000
1091,0.000000
1092,0.019552
1093,0.062770
1094,0.003072
1095,0.016574
1096,0.003072
1097,0.009332
1098,0.000000
1099,0.002107
1100,0.026896
1101,0.011065
1102,0.014137
1103,0.022130
1104,0.056548
1105,0.010875
1106,0.000000
1107,0.015971
1108,0.000182
1109,0.000000
1110,0.008880
1111,0.000000
1112,0.023675
1113,0.000000
1114,0.006243
1115,-0.003463
1116,0.003072
1117,0.000000
1118,-0.000856
1119,0.020018
1120,0.006013
1121,0.010880
1122,0.010970
1123,0.000000
1124,0.004666
1125,0.014650
1126,0.021792
1127,0.003900
1128,0.003255
1129,0.000465
1130,0.018612
1131,0.000000
1132,-0.002137
1133,0.007963
1134,0.016721
1135,0.001210
1136,0.010415
1137,0.093222
1138,0.024365
1139,0.003711
1140,0.044142
1141,0.000458
1142,0.006114
1143,0.004116
1144,0.007272
1145,0.017965
1146,-0.014156
1147,0.000000
1148,0.000000
1149,0.007288
1150,0.004666
1151,0.034938
1152,0.000000
1153,0.010033
1154,0.047086
1155,0.000000
1156,0.003439
1157,0.053128
1158,0.091204
1159,-0.002743
1160,0.016951
1161,0.023354
1162,0.015303
1163,0.000000
1164,0.005809
1165,0.000000
1166,0.000000
1167,0.000000
1168,0.000000
1169,0.000000
1170,0.000000
1171,0.000000
1172,0.000000
1173,-0.009659
1174,0.000000
1175,0.000000
1176,0.000000
1177,0.003948
1178,0.022773
1179,0.007474
1180,0.013184
1181,0.000308
1182,0.003072
1183,0.000000
1184,0.001888
1185,-0.000812
1186,0.000000
1187,0.000000
1188,0.001490
1189,0.000000
1190,0.008782
1191,0.001896
1192,0.000000
1193,0.011981
1194,-0.005605
1195,0.029779
1196,0.004666
1197,0.006525
1198,0.000000
1199,0.032251
1200,0.010526
1201,0.000000
1202,0.000284
1203,0.024246
1204,0.000000
1205,0.047366
1206,-0.001593
1207,0.000000
1208,-0.000232
1209,0.030660
1210,0.016645
1211,0.007394
1212,0.085267
1213,0.079530
1214,0.019304
1215,0.010009
1216,0.028135
1217,0.013919
1218,0.007708
1219,-0.000406
1220,0.000000
1221,0.000000
1222,0.005399
1223,-0.000961
1224,0.011226
1225,0.000000
1226,0.011023
1227,0.000000
1228,0.019161
1229,0.014809
1230,0.000000
1231,0.019538
1232,0.015807
1233,0.011759
1234,-0.001593
1235,0.017209
1236,0.028856
1237,0.007189
1238,0.000000
1239,0.000000
1240,0.002507
1241,0.012335
1242,0.011908
1243,0.000000
1244,0.003072
1245,0.004116
1246,0.070003
1247,0.009835
1248,0.001312
1249,0.004747
1250,0.010418
1251,0.000000
1252,-0.004039
1253,0.000000
1254,0.003072
1255,0.092936
1256,0.065670
1257,-0.000406
1258,0.000000
1259,0.000000
1260,0.000000
1261,0.017458
1262,0.000000
1263,0.043431
1264,0.055016
1265,0.017383
1266,0.004728
1267,0.029511
1268,0.007670
1269,-0.000068
1270,0.064438
1271,0.013426
1272,0.000465
1273,0.010844
1274,0.000000
1275,-0.002235
1276,0.010474
1277,0.000000
1278,0.000000
1279,0.000000
1280,-0.010021
1281,0.012877
1282,0.009028
1283,0.012019
1284,0.000954
1285,0.022570
1286,-0.000005
1287,0.012289
1288,0.002572
1289,0.007189
1290,0.007189
1291,0.127997
1292,0.019629
1293,0.018145
1294,0.033913
1295,0.022517
1296,0.014088
1297,0.000000
1298,0.058025
1299,0.017711
1300,0.017711
1301,0.038334
1302,0.005817
1303,0.000000
1304,0.022130
1305,0.000000
1306,0.002542
1307,0.008570
1308,0.000000
1309,0.000000
1310,0.000000
1311,0.017530
1312,0.017470
1313,0.012679
1314,0.027336
1315,0.000000
1316,0.024513
1317,0.013351
1318,0.032883
1319,0.009425
1320,0.011065
1321,0.003072
1322,0.000000
1323,0.023493
1324,0.000306
1325,0.010028
1326,0.000000
1327,0.000000
1328,0.009351
1329,-0.000406
1330,0.000000
1331,-0.004576
1332,0.000000
1333,0.095236
1334,0.011870
1335,-0.002564
1336,0.000000
1337,0.008050
1338,0.006145
1339,0.010921
1340,0.000000
1341,0.000000
1342,0.011967
1343,0.000107
1344,0.000000
1345,-0.002502
1346,0.000000
1347,0.009972
1348,0.006900
1349,0.036218
1350,0.000000
1351,0.011065
1352,0.000000
1353,0.009972
1354,0.007677
1355,0.000000
1356,0.011065
1357,0.013065
1358,-0.000536
1359,0.018348
1360,0.000000
1361,0.000000
1362,0.004958
1363,0.002261
1364,0.025105
1365,0.022374
1366,0.000393
1367,0.014506
1368,0.011272
1369,0.000000
1370,0.000000
1371,0.000000
1372,0.001896
1373,0.000000
1374,0.000000
1375,0.000000
1376,0.004427
1377,0.000000
1378,0.012197
1379,0.011065
1380,0.013885
1381,0.008223
1382,0.016705
1383,0.036385
1384,-0.001769
1385,0.000000
1386,0.012484
1387,0.011634
1388,0.002000
1389,0.000000
1390,0.001969
1391,0.011163
1392,0.007857
1393,0.000000
1394,0.000000
1395,0.004870
1396,0.000000
1397,0.022994
1398,0.008522
1399,0.013512
1400,0.000000
1401,0.000000
1402,0.003072
1403,0.068676
1404,0.000000
1405,0.000000
1406,-0.000690
1407,0.000000
1408,0.001510
1409,0.000000
1410,0.011065
1411,0.008233
1412,-0.000762
1413,0.003072
1414,0.001896
1415,0.004724
1416,0.011752
1417,0.030748
1418,0.006479
1419,0.015181
1420,0.000000
1421,0.023659
1422,0.010215
1423,0.009673
1424,-0.001375
1425,0.002820
1426,0.000000
1427,0.004116
1428,0.007109
1429,0.002111
1430,0.000000
1431,0.006179
1432,0.000000
1433,0.018256
1434,0.000000
1435,0.002986
1436,0.000000
1437,0.000000
1438,0.000000
1439,0.000000
1440,0.000000
1441,0.000000
1442,0.007147
1443,0.004246
1444,0.000000
1445,0.002470
1446,0.000000
1447,0.000000
1448,0.000000
1449,0.011065
1450,0.000000
1451,0.002863
1452,0.012208
1453,0.003072
1454,0.000000
1455,0.000000
1456,0.010993
1457,0.000000
1458,-0.000686
1459,0.000000
1460,0.005923
1461,0.006545
1462,0.015709
1463,0.000000
1464,0.007971
1465,0.001265
1466,0.006900
1467,0.000000
1468,0.011065
1469,0.008649
1470,0.007738
1471,0.006228
1472,0.020832
1473,0.011065
1474,0.007318
1475,0.004192
1476,0.003072
1477,0.010319
1478,-0.000686
1479,0.000000
1480,0.006829
1481,0.005589
1482,0.011065
1483,0.000000
1484,0.006737
1485,0.007149
1486,0.017213
1487,0.002393
1488,0.000250
1489,0.004567
1490,0.002850
1491,0.015923
1492,0.001696
1493,0.000000
1494,0.000000
1495,-0.000686
1496,0.000851
1497,0.077638
1498,0.079607
1499,0.002820
1500,0.001896
1501,-0.000638
1502,0.000000
1503,0.000000
1504,0.009288
1505,0.000000
1506,0.010342
1507,0.000000
1508,0.005109
1509,0.023611
1510,0.003267
1511,0.008286
1512,0.000000
1513,0.000000
1514,0.000000
1515,0.000000
1516,0.000000
1517,-0.000778
1518,0.013416
1519,0.001603
1520,0.000000
1521,0.000000
1522,0.005872
1523,0.003089
1524,0.006900
1525,0.000000
1526,0.003296
1527,0.003072
1528,0.012381
1529,0.005620
1530,0.006287
1531,0.000000
1532,0.006397
1533,0.000000
1534,0.000000
1535,0.000000
1536,0.024592
1537,0.000000
1538,0.000000
1539,-0.001375
1540,0.000000
1541,0.000000
1542,0.000000
1543,0.003969
1544,0.004666
1545,0.000000
1546,0.000000
1547,0.008405
1548,0.028446
1549,0.009454
1550,0.000000
1551,0.000000
1552,0.000000
1553,-0.002502
1554,0.000000
1555,0.021340
1556,0.011065
1557,0.000000
1558,0.000000
1559,0.011354
1560,0.003072
1561,0.011065
1562,0.000000
1563,0.011065
1564,0.000000
1565,0.000000
1566,0.014088
1567,-0.001777
1568,0.000000
1569,0.000000
1570,0.000000
1571,0.000000
1572,0.000000
1573,0.000000
1574,0.004216
1575,0.000000
1576,0.000000
1577,0.000000
1578,0.003118
1579,0.000000
1580,0.000000
1581,0.000000
1582,0.039595
1583,0.011593
1584,0.019538
1585,0.000000
1586,0.000000
1587,0.011065
1588,0.000000
1589,0.013987
1590,0.001210
1591,0.000000
1592,0.000000
1593,-0.000686
1594,0.000000
1595,0.000000
1596,0.000000
1597,0.000000
1598,0.000000
1599,0.000000
1600,0.000000
1601,0.000000
1602,0.006900
1603,0.000000
1604,0.000000
1605,0.000465
1606,0.000000
1607,0.000000
1608,0.000000
1609,0.000000
1610,0.000000
1611,0.000000
1612,0.000000
1613,0.021386
1614,0.000000
1615,0.033194
1616,0.000000
1617,0.000000
1618,0.031346
1619,0.000000
1620,0.001917
1621,0.016948
1622,0.000000
1623,0.000000
1624,0.000000
1625,0.000000
1626,0.000000
1627,0.035686
1628,0.002820
1629,0.000000
1630,0.000000
1631,0.000000
1632,0.000000
1633,0.000000
1634,0.000000
1635,0.000000
1636,0.000000
1637,0.000000
1638,0.003179
1639,0.000000
1640,0.000876
1641,0.000000
1642,0.000000
1643,0.000954
1644,0.012805
1645,0.000000
1646,0.003072
1647,0.023062
1648,0.000000
1649,0.000000
1650,0.000000
1651,0.009064
1652,0.000000
1653,0.011065
1654,0.000000
1655,0.015181
1656,0.023367
1657,0.020713
1658,0.000000
1659,0.009889
1660,0.000000
1661,-0.007709
1662,0.000000
1663,0.000000
1664,0.035715
1665,0.000000
1666,0.000876
1667,0.000000
1668,0.011065
1669,0.001646
1670,0.006125
1671,0.000000
1672,0.010880
1673,0.003072
1674,0.000000
1675,0.029968
1676,0.000000
1677,0.008145
1678,0.006672
1679,0.000000
1680,0.003605
1681,0.017564
1682,-0.000420
1683,0.000000
1684,0.000000
1685,0.000000
1686,0.000000
1687,0.009703
1688,0.008065
1689,0.000000
1690,0.005116
1691,0.000000
1692,0.000000
1693,0.003589
1694,0.000876
1695,0.034081
1696,0.000000
1697,0.000000
1698,0.017541
1699,0.003967
1700,0.009334
1701,0.000000
1702,0.035134
1703,0.020072
1704,0.000000
1705,0.002820
1706,0.000000
1707,0.000000
1708,0.000000
1709,0.009914
1710,0.000000
1711,0.000000
1712,0.000000
1713,0.000000
1714,0.001112
1715,-0.002417
1716,0.002127
1717,0.000000
1718,0.000000
1719,0.000000
1720,0.000000
1721,0.013643
1722,0.000000
1723,0.000696
1724,0.003020
1725,0.000000
1726,0.000000
1727,0.000000
1728,0.000000
1729,0.000000
1730,0.000000
1731,0.000000
1732,0.000000
1733,0.000000
1734,-0.001487
1735,0.000000
1736,0.000000
1737,0.013800
1738,0.004666
1739,0.000000
1740,0.000000
1741,-0.003382
1742,0.000000
1743,0.000000
1744,0.025343
1745,0.000000
1746,0.014137
1747,0.008411
1748,0.011065
1749,0.000000
1750,0.000000
1751,0.000000
1752,0.000000
1753,0.000000
1754,0.036267
1755,0.000000
1756,0.000000
1757,0.022130
1758,0.000000
1759,0.000000
1760,0.016195
1761,0.000000
1762,0.012481
1763,0.000000
1764,-0.008023
1765,0.002553
1766,0.000000
1767,0.014602
1768,0.000000
1769,0.000000
1770,0.000000
1771,0.007365
1772,-0.001258
1773,0.001551
1774,0.003072
1775,0.009603
1776,0.000000
1777,0.000000
1778,0.012624
1779,0.000000
1780,0.022940
1781,0.000000
1782,0.018878
1783,0.000000
1784,0.000792
1785,0.003788
1786,0.007189
1787,0.016465
1788,0.008719
1789,0.021413
1790,0.000000
1791,0.010348
1792,0.000000
1793,0.000182
1794,0.000000
1795,0.000000
1796,0.000000
1797,0.016740
1798,0.029518
1799,0.006900
1800,0.000000
1801,0.017337
1802,0.000000
1803,0.000000
1804,0.030960
1805,0.020094
1806,0.001210
1807,0.000000
1808,0.000000
1809,0.000000
1810,0.000000
1811,0.000000
1812,0.000000
1813,0.007469
1814,0.012895
1815,0.000000
1816,0.000000
1817,0.006531
1818,0.000000
1819,0.006900
1820,0.002914
1821,0.000000
1822,-0.002027
1823,-0.001623
1824,0.011820
1825,0.000000
1826,-0.000723
1827,-0.000686
1828,0.001402
1829,0.029917
1830,0.015276
1831,0.001143
1832,0.000000
1833,0.003072
1834,0.000000
1835,0.000000
1836,0.000000
1837,0.015694
1838,0.000189
1839,0.000000
1840,0.014770
1841,0.005844
1842,0.000000
1843,0.003980
1844,0.000000
1845,0.000000
1846,0.003277
1847,0.000000
1848,0.000000
1849,0.011065
1850,0.007438
1851,0.000000
1852,-0.001780
1853,0.000000
1854,0.000000
1855,0.000000
1856,0.002820
1857,0.022945
1858,0.006900
1859,0.000000
